IDJwb,IDPSJ,questions,answerKeys,answer,raw_grade,max_grade,grade,labela,label
630,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",1.besi cara memisakannya adalah menggunakan magnet; 2.pasir dengan cara disaring/diayak; 3.garam dengan cara berikan air agar garam larut,35,50,7,B,4
631,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Serbuk besi menggunakan magnet untuk terpisah.; Pasir menggunakan filtrasi/penyaringan untuk terpisah.; sedangkan, garam mengguhnakan evaporasi.",40,50,8,B,4
632,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Untuk serbuk besi cara memisahkan dengan magnet karena besi mempunyai sifat magnetik sementara pasir tidak bisa ditarik karena tidak mempunyai sifat magnetik, sementara untuk garam memisahkan dengan cara proses evaporasi� atau penguapan",40,50,8,B,4
633,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Tahapan memisahkan suatu campuran yang terdiri dari serbuk besi, pasir dan garam sehingga didapat besi, pasir dan garam yaitu:; 1. Langkah yang pertama kita memakai magnet untuk mengambil besi, jadi yang tersisa sekarang adalah garam dan pasir.; 2. Langkah yang kedua kita bisa melarutkan air ke dalam garam dan pasir kemudian melakukan filtrasi/penyaringan, jadi pasir nya akan tersaring, dan tinggal campuran air dan garam.; 3. Langkah yang ke 3 atau langkah terakhir adalah melakukan evaporasi/pemanasan terhadap campuran air dan garam, agar air nya menguap dan hanya garam yang tersisa.; ; Jadi campuran serbuk besi, pasir dan garam akan terpisah dengan magnet, melakukan filtrasi/penyaringan dan melakukan evaporasi/pemanasan.",50,50,10,A,5
634,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","pertama, siapkan magnet untuk mengambil serbuk besi pada campuran; kedua, letakan campuran pada air supaya molekul air mengambil garam; ketiga, ambilkan pasir di genangan air dan letakkan dekat matahari supaya mengering; terus ambil air garam dan letakkan di panas matahari yang terik supaya air menguap dan tersisa garam.",35,50,7,B,4
635,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",1. Magnetis : Memisahkan besi dengan yang lainnya dengan cara mendekatkan magnet ke besi sehingga besi terpisah degan lainnya.; 2. Filtrasi : Memberi air ke pasir dan garam lalu menyaringnya; 3. Evolitrasi : Air menguap sehingga garam menjadi mengkristal,40,50,8,B,4
636,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",peloporan; filterisasi; kristalisasi; penguapan; endapan; pemisahan maknetik,30,50,6,C,3
637,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Untuk memisahkan serbuk besi, pasir dan garam yaitu terlebih dahulu jika ingin mengangkat serbuk besi dari pasir dan garam maka menggunakan magnet. Setelah itu untuk mengangkat pasir dari garam menggunakan Dekantasi dan untuk memisahkan garam dari pasir menggunakan Sublimasi.",45,50,9,A,5
638,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","memisahkan besi menggunakan cara magnetic,memisakan pasir dengan cara penyaringan atau filterisasi, dan memisahkan garam dengan desilitasi.",40,50,8,B,4
639,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",petama gunakan magnet untuk memisahkan serbuk besi; garam menggunakan distrilasi uap; pasir mengguakan metode penyaringan,35,50,7,B,4
640,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","dengan menggunakan cara menggunakan magnet, magnet akan menarik serbuk besi dan menyaring pasir dan garam sehingga serbuk besi, pasir, dan garam terpisah.",40,50,8,B,4
641,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",pertama untuk mendapatkan serbuk besi kita dapat menggunakan magnet agar dapat terpisahkan.; kedua untuk mendapatkan pasir yang harus dilakukan adalah melarutkan garam agar pasir dapat disaring dan terpisahkan.; ketiga untuk mendapatkan garam yang harus dilakukan adalah memanaskan larutan garam agar mendapatkan garam.,40,50,8,B,4
642,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",1. serbuk pasir sama dengan magnet; 2. garam sama dengan distrilasi uap; 3. pasir sama dengan penyaringan,35,50,7,B,4
643,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","yang pertama memisahkan serbuk besi dengan menggunakan teknik magnetik, yang kedua memisahkan pasir dengan teknik filtrasi atau penyaringan, dan yang terakhir garam dengan menggunakan teknik pengkristalan, garam dipanaskan sehingga cairan dan garam terpisah.",45,50,9,A,5
644,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",serbuk besi : magnet; garam : distrilasi uap; pasir : penyaringan,35,50,7,B,4
645,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","1. Pemisahan : menggunakan magnet agar serbuk besi dapat menempel pada magnet dan terpisah dari campuran pasir dan garam.; 2. Filtrasi : dengan menambahkan air di campuran pasir dan garam, kemudian di filtrasi agar pasir dan garam terpisah.; 3. Evaporasi : dengan memanaskan larutan air garam hingga air menguap dan tersisa garam.",45,50,9,A,5
646,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",Memisahkan campuran ketiga partikel ini dapat dilakukan dengan cara :; 1. Memisahkan serbuk besi dapat menggunakan sistem magnetis yaitu mendekatkan magnet ke campuran tersebut menggunakan sebuah magnet; 2. memisahkan pasir dengan garam dapat dilakukan dengan metode pengayakan/penyaringan; 3. Bisa juga dengan ditambahkan air lalu menggunakan metode penguapan,30,50,6,C,3
647,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","1, penggunaan magnet,",10,50,2,E,1
648,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","dengan menggunakan mesin pemisah serbuk campuran:; 1. tuangkan suatu campuran serbuk ke dalam mesin; 2. siapkan tempat untuk memisahkan hasil serbuk; 3. pisahkan serbuk campuran hasil dari pemisahan menjadi sebuk besi,serbuk pasir,dan serbuk garam",20,50,4,D,2
649,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",kosong,0,50,0,E,1
650,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","1. Serbuk besi dipisahkan dengan menggunakan magnet; 2. Pasir dengan penyaringan; 3. Garam dengan evaporasi; ; Langkah :; 1. Taruh serbuk besi dan pasir dan garam di satu wadah; 2. Ambil magnet untuk memisahkan serbuk besi dengan pasir; 3. Serbuk besi akan terangkat dan pasir akan tetap di wadahnya; 4. Lalu garam dipisahkan dengan didiamkan dibawah sinar matahari sehingga terbentuklah kristal kristal; 5. Lalu pasir dan garam disaring, partikel yang lebih kecil yaitu garam akan tersaring sehingga pasir terpisah dengan garam",40,50,8,B,4
651,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","1. menyiapkan tempat untuk memisahkan serbuk besi ,pasir,garam; 2.menggunakan sarung tangan; 3.",10,50,2,E,1
652,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Pertama kita pisahkan terlebih dahulu serbuk besi menggunakan metode magnetisasi menggunakan magnet untuk menarik serbuk besi sehingga terpisah dari campuran.; Kedua kita lakukan metode filtrasi untuk menyaring dan memisahkan antara larutan garam dan endapan pasir; Ketiga kita menggunakan metode Kristalisasi/Evaporasi untuk memisahkan antara larutan garam dan air, dengan cara cukup dijemur dipanas matahari lalu airnya akan menguap dan garam akan mengkristal dan berkerak dibawah.",50,50,10,A,5
653,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",memisahkan serbuk besi dan pasir.pertama mengangkat serbuk besi dengan menggunakan magnet setelah itu mengangkat dengan,10,50,2,E,1
654,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","1. penggunaan magnet; terdapat dua campuran yaitu serbuk pasir dan serbuk besi, setelah itu masukan magnet kedalam kedua campuran tersebut, kemudian serbuk besi akan menempel pada magnet. karena serbuk besi mudah menempel pada magnet; 2. proses penyaringan serbuk pasir; pasir akan diayak menjadi lebih kecil.; 3. proses krtistalisai: garam dijemur dibawah sinar matahari dan garam menguap menjadi air dan terbentuk proses kristalisasi",40,50,8,B,4
655,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Untuk memisahkan serbuk besi, pasir, dan garam, magnet dapat digunakan. Setelah proses pemisahan, serbuk besi akan menjadi zat padat dan terpisah dari serbuk lainnya.",20,50,4,D,2
656,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Mesin pemisah serbuk campuran dapat digunakan untuk memisahkan serbuk besi, pasir, dan garam dengan cara:;  ;  Menuangkan campuran serbuk ke dalam mesin;  Menyiapkan tempat untuk memisahkan hasil serbuk;  Memisahkan serbuk campuran menjadi serbuk besi, serbuk pasir, dan serbuk garam",20,50,4,D,2
657,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Campuran besi dapat dipisahkan menggunakan penyaring halus sehingga komponen-komponennya tidak tercampur kembali. Selain itu, cairan besi dapat digunakan untuk memisahkan garam dan pasir karena garam akan menyatu dengan besi untuk beberapa detik, memungkinkan pemisahan.",20,50,4,D,2
658,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Campuran besi dapat dipisahkan menggunakan penyaring halus sehingga komponen-komponennya tidak tercampur kembali. Selain itu, cairan besi dapat digunakan untuk memisahkan garam dan pasir karena garam akan menyatu dengan besi untuk beberapa detik, memungkinkan pemisahan.",20,50,4,D,2
659,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Magnet dapat digunakan untuk memisahkan serbuk besi, pasir, dan garam. Setelah proses pemisahan, serbuk besi akan menjadi zat padat dan terpisah dari serbuk lainnya.",20,50,4,D,2
660,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Dengan menggunakan magnet, kita dapat memisahkan serbuk besi, pasir, dan garam. Setelah proses pemisahan, serbuk besi akan menjadi zat padat dan terpisah dari serbuk lainnya.",20,50,4,D,2
661,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ","Untuk memisahkan campuran besi, pasir, dan garam, kita dapat menggunakan penyaring yang sangat halus sehingga komponen-komponennya tidak tercampur kembali. Kemudian, kita dapat menggunakan cairan besi untuk memisahkan garam dan pasir karena garam akan menyatu dengan besi untuk beberapa detik, memungkinkan pemisahan.",20,50,4,D,2
662,10,"Jelaskan tahapan untuk memisahkan suatu campuran yang terdiri serbuk besi, pasir dan garam sehingga didapatkan besi, pasir dan garam yang terpisah!!","""Tahapan untuk memisahkan campuran serbuk besi, pasir, dan garam:;  1. Magnetis: Untuk memisahkan besi dari garam dan pasir.;  2. Filtrasi: Pasir dan garam diberi air lalu disaring untuk memisahkan pasir dari garam.;  3. Evaporasi: Larutan garam akan dipanaskan sehingga air pada larutan garam menguap dan garam akan mengkristal.""        ",Memisahkan campuran ketiga partikel ini dapat dilakukan dengan cara:;  ;  Memisahkan serbuk besi dapat menggunakan sistem magnetis yaitu mendekatkan magnet ke campuran tersebut menggunakan sebuah magnet;  Memisahkan pasir dengan garam dapat dilakukan dengan metode pengayakan/penyaringan;  Bisa juga dengan ditambahkan air lalu menggunakan metode penguapan,30,50,6,C,3
663,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","1. Kami putra putri Indonesia mengakui pertumpahan darah yang satu, tanah air Indonesia; ; 2. Kami putra putri Indonesia mengakui berbangsa yang satu, bangsa Indonesia; ; 3. Kami putra putri Indonesia menjunjung bahasa persatuan, Bahasa Indonesia",25,30,8.33,B,4
664,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",naskahnya0 adalah kami bangsa indonesia dengan ini menyatakan indonesia telah merdeka,5,30,1.67,E,1
